Review,Rating
Ukuran pas di kaki. Ringan dipakai. Modelnya keren 😎. Nyaman dipakai. Lem & jahitan rapi.,bintang 5
Lem & jahitan rapi Ukuran pas di kaki Nyaman dipakai Ringan dipakai Modelnya keren 😎,bintang 5
Ukuran pas di kaki. Modelnya keren 😎. Ringan dipakai. Nyaman dipakai. Lem & jahitan rapi.,bintang 5
"Repeat order, kualitas baik dan enak dipakai, sayangnya pengirim lumayan lama, tidak seperti sebelumnya.
Recomended product",bintang 5
"Bahannya nyaman..Fast respond, pengiriman jg cepat. Pokoknya sesuai slogannya. TOP deh. Sukses selalu ya.",bintang 5
"bagus,cepat pengiriman,semoga awet",bintang 5
"seller jg ok, bisa tukar produk dan responnya cepat. model produk juga bagus, bahan enteng, panjang juga sesuai standar, hanya model ini kurang cocok untuk yg kaki nya le...",bintang 5
barang bagus...tp nyampenya lama...,bintang 5
"Paket diterima dalam keadaan baik. Barang Ori. Sandal nyaman dipakai. Kualitas sandal lumayan (sesuai dg harganya).
Tks.",bintang 4
"empuk sandalnya, agak gede dikit tapi masih nyaman",bintang 5
produk ok.mskipun pngiriman lama,bintang 4
"sesuai harapan,fast respon ,nyaman dipakai moga awet",bintang 5
"ringan, karet lembut, harga murah dibanding toko sebelah. pengiriman cepat",bintang 5
Saya kena metatarsalgia dan doctor ortopedi menyarankan model ini kepada saya karena insolnya memiliki bentuk yang mengikuti bentuk kaki. Ternyata sangat cocok,bintang 5
"Kualitas produk sesuai dengan harga yang ditawarkan.
Penjual responsif.
Produk sesuai dengan pesanan.",bintang 5
proses blnj sdh selesai... pemakaian blm dpakai kluar rmh itu saja....,bintang 5
"sandalnya nyaman, bahan karet nya lembut tidak lengket",bintang 5
"pembelian ke 2, nyaman banget dipakai, n awet n kuat",bintang 5
Ukuran pas di kaki. Lem & jahitan rapi. Nyaman dipakai.,bintang 5
di setelan paling longgar pun ternyata size 44nya masih agak mepet 😅,bintang 5
"mantap, walaupun murah ternyata barangnya kualitas bagus dan ukurannya juga pas. semoga awet, kalau iya boleh repeat purchase nih. thank you seller",bintang 5
"sesuai pesanan,dapat bonus sendal cewek",bintang 5
"nyaman, mudah dipakai gerak, tetapi agak kecil untuk ukuran 44",bintang 5
Lem & jahitan rapi Ukuran pas di kaki Nyaman dipakai Modelnya keren 😎 Ringan dipakai,bintang 5
model keren bahan nyaman dipakai seller mantap,bintang 5
"Kualitas barang bagus sesuai deskripsi, packing rapi dan proses pengiriman cepat. terima kasih",bintang 5
Nyaman dipakai. Ringan dipakai. Ukuran pas di kaki.,bintang 5
"barang ori, pengiraman cepat, respon penjual 👍",bintang 5
"brg bagus, harga murah dan respon pengiriman cepat. enak dipakai, tdk selip ditempat licin.",bintang 5
"brg sesuai dgn foto, pengiriman cepat, u. uk. sama yg ori birken beda sedikit,  uk.nya kurang besar sedikit, beli 1 no diatas nya takut kebesaran, tp secara keseluruhan s...",bintang 5
"packaging rapi, kualitas ok dan enteng, cuma rada beda dikit kiri dan kanan pdahal ukuran sama 👌🏾😅",bintang 5
mantuls.. nyaman bagus murah,bintang 5
"Kualitas oke, sesuai dgn harga. Nyaman untuk harga segini.. tp ya jgn berharap yg empuk bgt atau gmn. Klo mau pesan, ukuran naikin 1-2 nomor dari ukuran biasanya",bintang 5
nyaman dan ringan dipakai. cuma memang mesti pilih 1 ukuran yg lebih besar dari biasanya.,bintang 5
"produk sesuai dan nyaman di pakai, harga murah plus pengiriman juga cepat, recommended seller 🤗👍",bintang 5
"keren dan bagus banget buat harga segini, ukurannya pas, sellernya jg ramah dan fast respon, terima kasih yaa...",bintang 5
Lem & jahitan rapi. Nyaman dipakai. Ringan dipakai.,bintang 5
"bahan nyaman, ukuran pas, warna bagus, oke deh",bintang 5
Ukuran pas di kaki. Ringan dipakai. Nyaman dipakai.,bintang 5
"Fast respond 
Good seller 
Admin baik
Barang sesuai deskripsi",bintang 5
bahannya oke. nyaman. untung aku pesan ukuran 41 karena kakiku agak besar untuk ukuran perempuan. terima kasih ya.,bintang 5
"produk sesuai pesanan dan enak sangat dipake , sesuai dengan harga lah",bintang 5
Nyaman dipakai. Ukuran pas di kaki. Ringan dipakai.,bintang 5
bahan empuk. enak dipakai. ukuran yg ada di panduan sesuai dengan panjang telapak kaki kita.,bintang 5
"Alhamdulillah bagus walaupun ukurannya sedikit lebih kecil dibandingkan ukuran biasanya. 
Terima kasih.",bintang 5
alhamdulilah lebaran pakai sandal baru :),bintang 5
"di bagian kali depan nya, agak ketat, padahal udah di setting paling luar....
lumayan lah hrg segitu",bintang 4
sandal enak dipakai ringan dan tidak licin,bintang 5
"good.. sendal nyaman, Ringan dipakai. Ukuran pas di kaki. Modelnya keren 😎.",bintang 5
"pengiriman cepat, packing standard, harga ekonomis kualitas standard, di pakai agak keras. utk harga segini worth it.",bintang 4
ukuran pas dan bagus barangnya Nyaman dipakai Modelnya keren 😎 Ringan dipakai,bintang 5
kualitasnya bagus tapi sayang pengirimannya lambat padahal masih sesama surabaya pengirimannya,bintang 5
Ukuran pas di kaki. Nyaman dipakai. Modelnya keren 😎. Ringan dipakai.,bintang 5
"model bagus, nyaman dipakai untuk nyetir mobil",bintang 5
"salah pilih ukuran ternyata kegedean ukurannya 😓
 alas bawahnya ternyata agak licin",bintang 4
karetnya bagus saran beneran hrus pilih 1 size diatas yang biasa kita pakai,bintang 5
ini mah ga usah diragukan lagi. tiap kali beli sendal pasti porto terus ga ganti2. harganya terjangkau tapi ga kaleng2.,bintang 5
"empuk, nyaman, cepet, ukuran pas, puas. 👍",bintang 4
"karetnya letoy banget, agak berharap lebih keras sedikit minimal kayak swallow gitu",bintang 4
Kwalitas dan kwantitas sesuai dgn penjelasan dan waktu pengiriman lebih cepat dari semestinya,bintang 5
"Sandalnya enteng bgt ya, smg aja awet dan ga licin. trus no nya juga diatas no yg biasa dipake baru muat. biasa pake no 41 skrg no 42 baru muat",bintang 4
Kualitas lumayan... Respon agak lama karena mungkin weeken tidak buka. Kiriman cepat sesuai tipe kurir.,bintang 4
"Fast respond 
Good seller 
Barang sesuai deskripsi 
Admin ciamik",bintang 5
"Ringan dipakai Ukuran pas di kaki Nyaman dipakai
Terimakasih",bintang 5
"memuaskan sesuai ekspektasi. ringan, tahan air.",bintang 5
"sandal nyaman, ringan, tidak licin.. enak dipakai..",bintang 5
Fast response seller Barang dibungkus dengan aman Pengiriman cepat Terima kasih,bintang 5
"mantap, bagus sendalnya dan nyaman dipakai",bintang 5
Nyaman dipakai. Modelnya keren 😎. Ringan dipakai. Ukuran pas di kaki.,bintang 5
bahannya ringan besarnya pas panjangnya pas pokoknya enak lah,bintang 5
order yang kedua.. enak bgt dipake. Pengirimannya cepat. Sesuai deskripsi.,bintang 5
mantap dan sesuai ukurannya .. trims,bintang 5
Mantap. Fast Response. Fast Action. Recommended Seller. Thanks Boss.,bintang 5
"sandal nya oke , enteng, hanya anak agak gemuk jd ga masuk kaki nya, tp oke bagus , terima kasih, sukses utk tokonya",bintang 5
"model bagus, potongan rapih, kualitas bagus. trims seller",bintang 5
"sudah bbrapa kali beli sandal porto, nyaman kuat harga terjangkau",bintang 5
"model keren dan nyaman di pake, kualitas ok 👍",bintang 5
"bagus sendalnya empuk
cuma kesalahan pilih Size jdi kekecilan",bintang 5
"sesuai diskripsi & barang bagus, nyaman 👍",bintang 5
barang bagus.nyaman di pakai.produk negeri sendiri mantabb,bintang 5
"Produk sesuai deskripsi, packing rapi dan pelayanan seller express.",bintang 5
"Alhamdulillah pas ukurannya, model ok, enak di pake nyaman ...enteng",bintang 5
produk sesuai deskripsi dan kualitas nya bagus,bintang 5
"Harusnya di kasih dus, at least di gabung beberapa item dalam 1 dus, saya memang beli byk tapi jangan sampai tanpa dus seperti ini karena gak enak kasih ke org tanpa dus,...",bintang 5
"Barang sesuai deskripsi, enak dipakai, designnya bagus. Pengiriman standard.",bintang 5
"biasa pakai 41  tapi karena dipinggiran ada pembatasnya jadi kesannya sempit/kekecilan. 
tapi barang sampai dengan baik. terima kasih",bintang 4
"pengiriman cepat, produk bagus, good seller",bintang 5
"ringan, enak dipake, empuk.
mantep dah! 👍",bintang 5
"paketnya udah sampai dengan cepatnya... barangnya bagus dan sesuai dengan permintaan, seller ramah, cepat dan tanggung jawab... RECOMMENDED SELLER",bintang 5
barang pesanan sdh tiba dg baik dan terbungkus rapi.. nyaman dipakai,bintang 5
"produk oke, bagus, harga sesuai, tapi proses ordernya lama, tolong di perbaiki min",bintang 5
Sandal ringan dipakai. So far antislip ketika dipakai saat jalanan basah.,bintang 5
"ukuran pas, warna sesuai, bahan karetnya lumayan empuk, cuma tonjolan di permukaan sendal terlalu tinggi jadi gak ergonomis bikin cepet capek klo berdiri dan sakit",bintang 3
Pas dipake dan nyaman dipake,bintang 5
"barang sesuai pesanan,fast respond,kurir ramah",bintang 5
Bagus semua 22 nya pengiriman akurat samday di hari yng sama nyampe...,bintang 5
bahan bagus dan nyaman dipake,bintang 5
"sesuai ukuran, warna sesuai gambar, nyaman dipakai",bintang 5
"pesanan sesuai,barang oke worth it bgt plis dpt extra gift❤ seller ramah sukses terus",bintang 5
"Satu lagi produk indonesia. Model keren, empuk, enak dipake dan murah tp modelnya gk murahan. 

Saya ingat, Pertama keluar, porto hanya sendal selop biasa yg keras sedera...",bintang 5
"respon cepat, size sesuai, ringan, packing aman.... mantap...",bintang 5
"mantap, model keren, nyaman enak dipakai empuk tidak kaku.. joss",bintang 5
"kualitas baik, cukup enak dipakai dan awet",bintang 5
"Sandalnya sudah datang, bagus dan mantab dah pokoknya. Ini belanja sandal yang ke-3 kalinya disini. Terima kasih ya Porto Footwear, Tokopedia, dan SiCepat. Gratis ongkir,...",bintang 5
bagus enk nyman murah pengiriman cepat sampai respon seller bagus banget rekomen guys,bintang 5
buat sehari2 ato kemesjid dll modelnya 👍 enak dipakainya,bintang 5
"ukuran pas harga murah, plus dapat bonus, terimakasih gan.",bintang 5
sangat cepat pengirimannya dan barang sesuai photo dan deskripsi,bintang 5
"agak aneh ya,beli pertama ukuran 44 pas,dengan model slop,skrg pesan yg jepit 44 kebesaran",bintang 5
Ringan dipakai. Ukuran pas di kaki. Modelnya keren 😎.,bintang 5
barang sesuai deskripsi namun pengiriman lambat karna memakai ninja saran saja buat yg akan beli lagi jangan pake ninja karna lama sampenya,bintang 5
K. E. R. E. N... B. A. N. G. E. T,bintang 5
barang sesuai deskripsi..  proses cepat.. terima kasih..,bintang 5
"cakep, pas.. bahan lembut, terima kasih..",bintang 5
"Keren, nyaman di kaki  dan ringan 👍👍👍👍👍",bintang 5
Mantap.. untuk ukuran mesti naik 1 dr ukuran yg biasa dipakai…,bintang 5
Ukuran pas di kaki. Modelnya keren 😎. Nyaman dipakai.,bintang 5
Pembelian ke sekian kali. produk nyaman dipakai,bintang 5
"Good product, harga terjangkau, thanks seller.",bintang 5
"dah langganan, bahan bgus bgt dan sangat nyaman sampe temen pinjem sandal aku terus😆",bintang 5
kualitas bagus.  nyaman di pakai. next mau order warna lain. pengiriman lbh cepat dr estimasi.. thx seller,bintang 5
Nyaman dipakai. Modelnya keren 😎. Ringan dipakai.,bintang 5
"Sangat worth it dengan harga segitu dapat barang ok, enteng dan nyaman dipakai.",bintang 5
order ke 2 kualitas ndak berubah.. lumayan bertahan 1 thn baru ganti sendal. Pengirima cepat bravo JNE,bintang 5
"BARANG BARANG SESUAI ORDER..
KUALITAS BAGUS..
BONUS FREE NYA TERIMA KASIH YA..

SUKSES DAN LANCAR SELALU UTK USAHANYA",bintang 5
bagus sekali sandalnya real pic dgn harga yg sangat terjangkau. proses dan kirim juga cepat.,bintang 5
"kualitas cukup bagus, sesuai lah dengan harganya",bintang 5
"seller nya ramah.sempet salah klik ukuran hrs nya 42 tp sy pilih 40.sempet chat mnta ganti ukuran.alhamdulillah,pas barang sampai ukuran nya sesuai..tks ya",bintang 5
"Barangnya bagus, sudah kesekian kali beli disini, couriernya pakai si cepat juga cepat.. terima kasih Porto… sukses terus yaa👍👍👍",bintang 5
"bagus banget baranya,  alhamdulillah pertahankan kualitas 👍",bintang 5
sendal nyaman sayang sudah putus karena accident....,bintang 5
nyaman dipakenya.. bahannya lembut & empuk..👍👍👍,bintang 5
"JOSSSSS tenan pengiriman cepat , barang sesuai diskripsi.....pertahankan kwalitas pelayanan",bintang 5
"Good product & Fast services, terima kasih Gan. Sukses terus untuk Tokonya.",bintang 5
"sandal nya bagus, nyaman di pakai, selalu saya pakai ke masjid, terima kasih",bintang 5
"beda warna beda jenis karet nya kayanya. saya beli order warna item dan coklat, yg item lebih empuk dari pada yg coklat. tapi ukuran nya pas.",bintang 5
"ukuran nya sesuai, barangnya real picture, tokonya ramah dan pengiriman cepat terima kasih",bintang 5
"pengiriman rada telat, barang sesuai, size 43 koq pas banget ya merek lain masih longgar...",bintang 4
mantap recommend sendalnya nyaman empuk top bgt,bintang 5
"ukuran 44 nya untuk orang asia ya jadi pas bgt. seller lumayan cepat memprosesnya. saya pakai lumayan awet, jadi skrg saya belikan untuk suami saya.",bintang 5
"pengiriman cepat, kualitas barangnya oke. seller ok, terima kasih 🙏🏻🙏🏻",bintang 5
mantap kk brg ny sesuai pesanan ukuran pas dan brg ny baguspokok ny sip,bintang 5
alhamdullilah sandal sesuai pas banget di kedua kaki,bintang 5
"terima kasih, sandalnya pas dan sesuai dengan di gambar, proses juga cepat, semoga sukses",bintang 5
"Proses cepat, barang ok, packing rapih, recommended seller, trmksh",bintang 5
barang sesuai dan pas...,bintang 5
admin nya responsif. barangnya sih udah pasti oke. 😊😊. ini pembelian  kedua saya di sini,bintang 5
Barang bagus dan pelayanan cepat...terima kasih,bintang 5
pas dikaji katanya. enak dipakai. terimakasih banyak,bintang 5
"ngepas banget, mesti ditambah 1 nomer diatas",bintang 4
"enak dipakenya & cocok
smoga awet",bintang 5
"barang sih bagus, cuman kayak ada yg kurang..ngga bisa di sebutkan",bintang 3
"kualitas bagus, tp sayangnya pesan warna hitam dikirim warna abu2.",bintang 4
"sendal Ok, packing Ok, cuma ekspidisi pengirimannya jelek, lama banget diterima nya, kalau bisa jangan pakai ekpedisi itu lagi, lebih dari jadwal estimasi",bintang 5
"looks good saat dipakai doi.
nyaman dikenakan.
saran untuk pembeli baru ukuran sandalnya naikin 1nomor ya.",bintang 5
"pengiriman agak lama, tapi kalo barang cuakep si",bintang 4
barang sesuai deskripsi. Ada bonus ternyata. Terimakasih PortoFootwear.,bintang 5
"Mantappp, nyaman dipakai dan bikin lebih ganteng 😎",bintang 5
"sandal warnanya eye cathing, keren ukuran juga sesuai, recomended seller",bintang 5
"Barang sesuai order, kualitas baik, saaya sangat puas.",bintang 5
"ini bukan produk birkinstock, jauh bgt ,
bahan gak tebal, kykny gampang slip
tp ya sesuai harga",bintang 3
Paket datang sangat cepat dan packing pun sangat baik makasih,bintang 5
"bagus, ORI, recommended",bintang 5
"bagus, tp hrs tambah 2 nomor biar tambah nyaman dipakai",bintang 5
"Biasa pake 41, coba ke 42 biar longgar ternyata malah pas. Super worth for IDR 38K",bintang 5
"barang nya bagus, murah tapi tidak murahan... thx seller 👍",bintang 5
pembelian kedua. semoga awet seperti yang saya beli sebelumnya. saya memakai setisp hari untuk jalan kaki,bintang 5
"kualitas baik tp sayangnya ukuran size nya lebih kecil dr ukuran standard, jadi dipakainya rada kecil dan sempit...",bintang 3
"respon & pengiriman cepat, barang diterima dalam kondisi baik",bintang 5
"sandal enak di pakai multi fungsi hanya tidak sama tebal nya dengan yg warna hitam karena sudah lebih dulu memakai yg warna hitam, thanks seller",bintang 5
sesuai pesanan cuman pengiriman agak lama semoga cocok,bintang 4
"Bahan rubber, nyaman dipakai.",bintang 5
"Kualitas baik, harga murah. 

Yang perlu diperhatikan adalah size chartnya yang menurut saya tidak akurat.

Ukuran kaki (insole) saya 26.3cm, menurut chart, saya di ukura...",bintang 3
"barang sesuai,  cepat sampai,  packing bagus",bintang 5
"pengiriman (sc) cepat dan amanah.
barangnya okelah tp belum tau bakal awet atau enggaknya.",bintang 5
"Nyaman dipakai.. untuk harga segini sih, ok banget..",bintang 5
"mayan sandal murmer, bisa dipake ngantor pas musim ujan wkwkwkwkw",bintang 5
"kualitas ok.. 
konsistensi ukuran yg belum sempurna, beli porto bundling 2 tipe dgn ukuran sandal yg sama.. namun beda bgt realita nya",bintang 4
lumayan murah meriah tapi kualitas mewah 😍,bintang 5
top markotop..ni seller..sukses selalu..,bintang 5
Kualitas sesuai dengan harga,bintang 4
"Murah dan bagus, perpaduan yang sangat pas.",bintang 5
Barang sesuai pesanan. semoga terus dipertahankan kualitas dan pelayanan nya.,bintang 5
"cukup panjang, tapi kurang lebar lagi 2-3 cm",bintang 3
"barang sampai dengan baik, barang dan ukuran sesuai dengan pesanan",bintang 5
"Pelayanan bagus, pengiriman cepat, mudah2an barangnya awet.",bintang 5
beli yg ke 2..tp si sendalnya hilang logo P nya.. beda dgn beli sblmnya.. smoga bukan kw,bintang 4
Nyaman dipake dan adjustable,bintang 5
"nggak nyangka senyaman ini loh sandal nya, semoga aja awet lama ya wirr... (maaf upload foto gagal terus, jadi tnp foto)",bintang 5
Respon cepat barang sesuaipesan 2maksud warns geda dikasih sama,bintang 4
sandal empuk.....ukuran pas...jadi buat bro and sis jangan cari ukuran diatasnya....joss,bintang 5
"walau nyampe agak lama krn kendala ekspedisi, sandalnya keren, worth to buy",bintang 5
"biasa sandal lain pakai ukuran 42, ini beli 44 bisa pas ga kegedean 😅",bintang 5
"Barang sudah diterima sesuai deskripsi pengirimam cepat, terima kasih seller",bintang 5
pas di pakai dan nyaman,bintang 5
paket sendal sdh di terima dengan baik. ini beli utk yg ke 2 x .. model nya keren. tks,bintang 5
paket sudah diterima dalam kondisi baik sesuai deskripsi,bintang 5
dpt size sesuai orderan agak kegedean dikit utk anak lanang gpp smoga sbntr lg muat. baguss cakepp smoga awet,bintang 5
"Pas, Nyaman semoga Awet",bintang 5
kirim cepat. hrg trmurah. barang okeeh...,bintang 5
Terimakasih Gan.. sendalnya bagus.. respon cepat..,bintang 5
"fast respon,kurir ramah,pesanan sesuai keinginan",bintang 5
"lumayan empuk, murah, semoga awet...",bintang 5
"model keren dan nyamaan banget,,,pasti pesen lagi",bintang 5
Sandal sudah sampai sesuai pesanan. Terima kasih banyak kak,bintang 5
barang bguss sesuai gambar.. dapat free gift juga.. makasi ya kakkkk😁😁😁🙏,bintang 5
